3.093000000000000194e-01,1.479000000000000037e-01,8.787000000000000366e-01,5.141999999999999904e-01
3.100999999999999868e-01,1.484000000000000041e-01,8.638000000000000123e-01,5.139000000000000234e-01
3.085999999999999854e-01,1.448000000000000120e-01,8.586000000000000298e-01,5.104999999999999538e-01
3.069000000000000061e-01,1.444999999999999896e-01,8.551999999999999602e-01,5.092999999999999750e-01
3.075999999999999845e-01,1.350000000000000089e-01,8.400999999999999579e-01,5.068000000000000282e-01
3.059000000000000052e-01,1.366999999999999882e-01,8.333000000000000407e-01,5.043999999999999595e-01
3.059000000000000052e-01,1.274000000000000132e-01,8.376000000000000112e-01,5.021999999999999797e-01
3.049000000000000044e-01,1.277000000000000079e-01,8.278999999999999693e-01,5.027000000000000357e-01
3.029999999999999916e-01,1.116000000000000048e-01,8.181000000000000494e-01,5.017000000000000348e-01
3.019999999999999907e-01,1.054999999999999966e-01,8.142000000000000348e-01,4.960999999999999854e-01
3.032000000000000250e-01,9.400000000000000022e-02,8.123000000000000220e-01,4.963000000000000189e-01
3.024999999999999911e-01,8.980000000000000482e-02,8.054000000000000048e-01,4.975999999999999868e-01
3.042000000000000259e-01,8.519999999999999796e-02,8.013000000000000123e-01,4.939000000000000057e-01
3.013000000000000123e-01,6.880000000000000004e-02,7.956999999999999629e-01,4.944000000000000061e-01
3.032000000000000250e-01,5.299999999999999850e-02,7.903000000000000025e-01,4.954000000000000070e-01
3.019999999999999907e-01,4.519999999999999712e-02,7.916999999999999593e-01,4.919000000000000039e-01
3.008000000000000118e-01,4.299999999999999656e-02,7.830000000000000293e-01,4.912000000000000255e-01
3.013000000000000123e-01,2.730000000000000135e-02,7.800000000000000266e-01,4.924000000000000044e-01
3.009999999999999898e-01,3.899999999999999821e-03,7.749000000000000332e-01,4.909999999999999920e-01
3.024999999999999911e-01,0.000000000000000000e+00,7.682999999999999829e-01,4.893000000000000127e-01
3.008000000000000118e-01,0.000000000000000000e+00,7.702999999999999847e-01,4.889999999999999902e-01
3.047000000000000264e-01,0.000000000000000000e+00,7.661000000000000032e-01,4.883000000000000118e-01
3.029999999999999916e-01,0.000000000000000000e+00,7.614999999999999547e-01,4.883000000000000118e-01
3.034999999999999920e-01,0.000000000000000000e+00,7.566000000000000503e-01,4.868000000000000105e-01
2.995999999999999774e-01,0.000000000000000000e+00,7.498000000000000220e-01,4.860999999999999766e-01
2.998000000000000109e-01,0.000000000000000000e+00,7.468000000000000194e-01,4.860999999999999766e-01
3.003000000000000114e-01,0.000000000000000000e+00,7.478000000000000203e-01,4.845999999999999752e-01
3.008000000000000118e-01,0.000000000000000000e+00,7.423999999999999488e-01,4.848999999999999977e-01
2.980999999999999761e-01,0.000000000000000000e+00,7.379999999999999893e-01,4.832000000000000184e-01
2.995999999999999774e-01,0.000000000000000000e+00,7.338999999999999968e-01,4.817000000000000171e-01
3.008000000000000118e-01,0.000000000000000000e+00,7.321999999999999620e-01,4.818999999999999950e-01
3.008000000000000118e-01,0.000000000000000000e+00,7.318999999999999950e-01,4.792000000000000148e-01
3.008000000000000118e-01,0.000000000000000000e+00,7.305000000000000382e-01,4.783000000000000029e-01
2.995999999999999774e-01,0.000000000000000000e+00,7.228999999999999870e-01,4.779999999999999805e-01
2.975999999999999757e-01,0.000000000000000000e+00,7.185000000000000275e-01,4.763000000000000012e-01
2.975999999999999757e-01,0.000000000000000000e+00,7.214000000000000412e-01,4.743999999999999884e-01
2.970999999999999752e-01,0.000000000000000000e+00,7.199999999999999734e-01,4.741000000000000214e-01
2.968999999999999972e-01,0.000000000000000000e+00,7.157999999999999918e-01,4.727000000000000091e-01
2.960999999999999743e-01,0.000000000000000000e+00,7.106999999999999984e-01,4.727000000000000091e-01
2.968999999999999972e-01,0.000000000000000000e+00,7.104000000000000314e-01,4.713999999999999857e-01
2.968999999999999972e-01,0.000000000000000000e+00,7.096999999999999975e-01,4.708999999999999853e-01
2.990999999999999770e-01,0.000000000000000000e+00,7.067999999999999838e-01,4.699999999999999734e-01
2.983000000000000096e-01,0.000000000000000000e+00,7.008999999999999675e-01,4.685000000000000275e-01
2.952000000000000179e-01,0.000000000000000000e+00,6.999999999999999556e-01,4.666000000000000147e-01
2.958999999999999964e-01,0.000000000000000000e+00,6.957999999999999741e-01,4.647999999999999909e-01
2.937000000000000166e-01,0.000000000000000000e+00,6.928999999999999604e-01,4.636000000000000121e-01
2.929999999999999827e-01,0.000000000000000000e+00,6.943000000000000282e-01,4.621999999999999997e-01
2.927000000000000157e-01,5.249999999999999806e-02,6.886999999999999789e-01,4.586999999999999966e-01
2.891000000000000236e-01,1.608999999999999875e-01,6.853000000000000203e-01,4.570000000000000173e-01
2.896000000000000241e-01,2.715000000000000191e-01,6.833000000000000185e-01,4.570000000000000173e-01
2.891000000000000236e-01,3.774000000000000132e-01,6.831000000000000405e-01,4.552999999999999825e-01
2.886000000000000232e-01,4.704999999999999738e-01,6.804000000000000048e-01,4.531000000000000028e-01
2.896000000000000241e-01,5.719999999999999529e-01,6.764999999999999902e-01,4.504000000000000226e-01
2.868999999999999884e-01,6.479000000000000314e-01,6.750000000000000444e-01,4.506999999999999895e-01
2.866000000000000214e-01,7.126000000000000112e-01,6.745999999999999774e-01,4.491999999999999882e-01
2.891000000000000236e-01,7.769000000000000350e-01,6.729000000000000536e-01,4.491999999999999882e-01
2.876000000000000223e-01,8.164000000000000146e-01,6.711000000000000298e-01,4.467999999999999750e-01
2.873999999999999888e-01,7.926999999999999602e-01,6.680000000000000382e-01,4.457999999999999741e-01
2.852000000000000091e-01,7.307000000000000162e-01,6.676999999999999602e-01,4.455999999999999961e-01
2.852000000000000091e-01,6.931000000000000494e-01,6.647999999999999465e-01,4.440999999999999948e-01
2.853999999999999870e-01,6.706999999999999629e-01,6.637999999999999456e-01,4.437999999999999723e-01
2.881000000000000227e-01,6.635999999999999677e-01,6.615999999999999659e-01,4.425999999999999934e-01
2.861000000000000210e-01,6.680000000000000382e-01,6.599000000000000421e-01,4.420999999999999930e-01
2.871000000000000218e-01,6.613999999999999879e-01,6.570000000000000284e-01,4.419000000000000150e-01
2.866000000000000214e-01,6.521000000000000130e-01,6.570000000000000284e-01,4.399000000000000132e-01
2.856000000000000205e-01,6.422999999999999821e-01,6.564999999999999725e-01,4.399000000000000132e-01
2.858999999999999875e-01,6.326000000000000512e-01,6.550000000000000266e-01,4.369999999999999996e-01
2.852000000000000091e-01,6.129999999999999893e-01,6.525999999999999579e-01,4.375000000000000000e-01
2.847000000000000086e-01,5.967000000000000082e-01,6.521000000000000130e-01,4.375000000000000000e-01
2.852000000000000091e-01,5.776000000000000023e-01,6.481999999999999984e-01,4.375000000000000000e-01
2.852000000000000091e-01,5.664000000000000146e-01,6.481999999999999984e-01,4.373000000000000220e-01
2.847000000000000086e-01,5.601000000000000423e-01,6.461999999999999966e-01,4.350999999999999868e-01
2.852000000000000091e-01,5.583000000000000185e-01,6.442999999999999838e-01,4.338000000000000189e-01
2.837000000000000077e-01,5.562000000000000277e-01,6.413999999999999702e-01,4.333000000000000185e-01
2.833999999999999853e-01,5.495999999999999774e-01,6.403999999999999693e-01,4.309000000000000052e-01
2.852000000000000091e-01,5.407999999999999474e-01,6.401000000000000023e-01,4.292000000000000259e-01
2.833999999999999853e-01,5.353999999999999870e-01,6.383999999999999675e-01,4.269999999999999907e-01
2.817000000000000060e-01,5.320000000000000284e-01,6.364999999999999547e-01,4.272000000000000242e-01
2.819999999999999729e-01,5.304999999999999716e-01,6.326000000000000512e-01,4.258000000000000118e-01
2.805000000000000271e-01,5.247000000000000552e-01,6.320999999999999952e-01,4.258000000000000118e-01
