0.1055,0.0823,0.0078,0.0068
0.1055,0.0789,0.0068,0.0078
0.105,0.0801,0.0063,0.0078
0.1055,0.0791,0.0071,0.0078
0.1042,0.0796,0.0078,0.0078
0.1042,0.0791,0.0078,0.0078
0.1047,0.0786,0.0078,0.0068
0.105,0.0784,0.0063,0.0078
0.103,0.0784,0.0078,0.0066
0.103,0.0781,0.0063,0.0071
0.1033,0.0781,0.0068,0.0078
0.1038,0.0781,0.0078,0.0078
0.1033,0.0781,0.0063,0.0068
0.103,0.0781,0.0068,0.0063
0.1028,0.0781,0.0063,0.0078
0.1028,0.0762,0.0068,0.0068
0.103,0.0759,0.0078,0.0066
0.1016,0.0757,0.0078,0.0059
0.1021,0.0762,0.0078,0.0061
0.1016,0.0754,0.0078,0.0068
0.1018,0.0752,0.0078,0.0061
0.1025,0.075,0.0063,0.0056
0.1016,0.0747,0.0066,0.0068
0.1021,0.0745,0.0063,0.0063
0.1011,0.0742,0.0063,0.0054
0.1016,0.0742,0.0066,0.0059
0.1018,0.0742,0.0078,0.0049
0.1016,0.0742,0.0078,0.0061
0.1011,0.0742,0.0071,0.0059
0.1006,0.0742,0.0078,0.0054
0.1006,0.0728,0.0059,0.0059
0.1016,0.0723,0.0066,0.0044
0.1008,0.0728,0.0063,0.0059
0.1016,0.073,0.0078,0.0044
0.1016,0.0718,0.0078,0.0046
0.1001,0.0728,0.0059,0.0049
0.0999,0.0718,0.0068,0.0049
0.0999,0.0713,0.0059,0.0044
0.0994,0.071,0.0078,0.0042
0.0999,0.0703,0.0063,0.0044
0.1003,0.0703,0.0068,0.0049
0.0999,0.0703,0.0078,0.0049
0.1001,0.0703,0.0059,0.0042
0.1003,0.0703,0.0063,0.0042
0.0986,0.0693,0.0078,0.0049
0.1006,0.0686,0.0066,0.0039
0.1003,0.0688,0.0068,0.0049
0.0999,0.0688,0.0063,0.0039
0.1006,0.0679,0.0068,0.0042
0.1001,0.0688,0.0063,0.0039
0.0984,0.0684,0.0063,0.0039
0.1003,0.0684,0.0063,0.0039
0.0991,0.0684,0.0063,0.0042
0.1003,0.0674,0.0078,0.0039
0.0986,0.0667,0.0078,0.0039
0.1003,0.0669,0.0078,0.0039
0.0996,0.0664,0.0054,0.0039
0.0996,0.0664,0.0059,0.0039
0.0984,0.0664,0.0054,0.0039
0.0991,0.0664,0.0078,0.0039
0.0994,0.0664,0.0054,0.0039
0.0999,0.0664,0.0059,0.0039
0.0989,0.0664,0.0054,0.0039
0.1001,0.0657,0.0061,0.0039
0.0999,0.0659,0.0078,0.0039
0.0994,0.0654,0.0068,0.0034
0.0991,0.0652,0.0078,0.0039
0.0989,0.0652,0.0068,0.0039
0.0981,0.0654,0.0054,0.0029
0.0991,0.0635,0.0068,0.0032
0.0981,0.0635,0.0078,0.0032
0.0989,0.064,0.0061,0.0032
0.0989,0.0632,0.0054,0.0039
0.0984,0.063,0.0063,0.0024
0.0991,0.0632,0.0061,0.0032
0.0996,0.063,0.0078,0.0024
0.0984,0.063,0.0059,0.0034
0.0991,0.0625,0.0054,0.0024
0.1001,0.0625,0.0061,0.0029
0.0991,0.0627,0.0063,0.0039
0.0999,0.0625,0.0059,0.0032
0.1001,0.0625,0.0071,0.0022
0.0996,0.0625,0.0046,0.002
0.0989,0.0625,0.0078,0.0022
0.0996,0.0608,0.0049,0.0024
0.0986,0.0625,0.0054,0.0024
0.0994,0.0625,0.0051,0.0029
0.0986,0.0608,0.0061,0.0024
0.0999,0.0601,0.0059,0.0024
0.0984,0.0598,0.0054,0.0022
0.0986,0.0593,0.0068,0.002
0.0989,0.0596,0.0059,0.0024
0.0984,0.0591,0.0061,0.002
0.0999,0.0586,0.0061,0.0017
0.0996,0.0588,0.0049,0.0024
0.1001,0.0586,0.0054,0.0015
0.0991,0.0586,0.0051,0.002
0.0989,0.0586,0.0054,0.0007
0.0999,0.0586,0.0049,0.0024
0.0991,0.0586,0.0044,0.0022
0.0996,0.0586,0.0063,0.0015
0.0986,0.0586,0.0049,0.0012
0.0994,0.0583,0.0054,0.002
0.0999,0.0586,0.0049,0.0005
0.0996,0.0576,0.0049,0.001
0.0981,0.0576,0.0054,0.001
0.0991,0.0574,0.0063,0.001
0.0991,0.0574,0.0051,0.001
0.0999,0.0574,0.0063,0.0015
0.0991,0.0574,0.0049,0.0012
0.0999,0.0574,0.0054,0.002
0.0986,0.0557,0.0044,0.0012
0.0999,0.0569,0.0049,0.0015
0.1001,0.0562,0.0046,0.001
0.0986,0.0554,0.0063,0.0005
0.0996,0.0552,0.0051,0.001
0.0991,0.0549,0.0059,0.001
0.0999,0.0549,0.0059,0.0005
0.1006,0.0547,0.0046,0.0007
