0,1
0.786803245544,0.213196724653
0.781025588512,0.218974381685
0.762313127518,0.237686872482
0.714478313923,0.285521715879
0.769393205643,0.23060682416
0.776263713837,0.223736286163
0.78424268961,0.215757325292
0.786688327789,0.213311702013
0.787793934345,0.212206095457
0.784218609333,0.215781390667
0.791076779366,0.208923235536
0.66416656971,0.335833370686
0.0,1.0
6.54591354237e-40,1.0
0.0,1.0
5.01664850228e-43,1.0
8.26055223586e-24,1.0
4.75929674542e-20,1.0
1.83498290347e-12,1.0
0.0769526362419,0.923047304153
3.86395049102e-34,1.0
2.02316345166e-30,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
6.86636247519e-44,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
1.47925635385e-17,1.0
1.40129846432e-45,1.0
4.15942127124e-28,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
2.88791895128e-21,1.0
0.0,1.0
0.0,1.0
2.16226231779e-25,1.0
0.0,1.0
1.04999293932e-41,1.0
0.0,1.0
1.22251281206e-23,1.0
1.75955472415e-09,1.0
1.74127380888e-05,0.999982595444
2.75323194148e-13,1.0
2.5602939786e-05,0.999974370003
1.79122884536e-17,1.0
4.70817232857e-14,1.0
0.276932328939,0.723067641258
0.316023170948,0.683976888657
0.672188460827,0.327811568975
0.013850026764,0.986149966717
4.2419627868e-38,1.0
2.80259692865e-45,1.0
0.0,1.0
4.62428493227e-44,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
3.78350585368e-44,1.0
2.15921552743e-26,1.0
2.24881053568e-16,1.0
6.79014678685e-14,1.0
1.54092973048e-07,0.999999821186
8.4792216623e-27,1.0
0.0,1.0
5.24500776145e-10,1.0
0.208619862795,0.791380107403
0.383879870176,0.616120100021
0.517222106457,0.482777833939
0.726405203342,0.273594766855
0.0,1.0
6.41835986761e-35,1.0
0.0,1.0
2.80259692865e-45,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
9.59866255789e-18,1.0
0.0,1.0
0.0,1.0
0.0,1.0
5.72461444062e-35,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
2.18553481357e-37,1.0
1.24268478037e-29,1.0
0.0,1.0
1.58539446762e-12,1.0
0.000405551370932,0.999594449997
0.00611245678738,0.993887543678
8.08194045021e-07,0.99999922514
0.0,1.0
0.0,1.0
6.76163222787e-34,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
8.2418029373e-29,1.0
9.78562340886e-15,1.0
1.65243410066e-08,1.0
0.537117660046,0.462882310152
0.648829102516,0.351170927286
1.24487165368e-11,1.0
6.6176319253e-14,1.0
0.365019887686,0.634980082512
2.99542791943e-24,1.0
5.99769799797e-12,1.0
1.40129846432e-44,1.0
1.40129846432e-45,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
3.31787874085e-13,1.0
2.17197353005e-16,1.0
2.66742130606e-08,1.0
